scientific_name,common_name,genus,img_url
Papaver croceum Ledeb.,Papaver,Papaver,https://bs.plantnet.org/image/o/e588115c2d4c295a1138a03f87103bba60e6f8b3
Papaver orientale L.,Papaver,Papaver,https://bs.plantnet.org/image/o/31081673070e97335923d06ee1546aed58995919
Papaver pseudoorientale (Fedde) Medw.,,,
Papaver rhaeticum Leresche,,,
Anemone halleri All.,,,
Anemone hepatica L.,,,
Pelargonium x hybridum (L.) Aiton,,,
Pelargonium inquinans (L.) Aiton,,,
Pelargonium peltatum (L.) Aiton,,,
Anemone montana Hoppe,,,
Anemone nemorosa L.,,,
Anemone pulsatilla L.,,,
Anemone rubra Lam.,,,
Phedimus stellatus (L.) Raf.,Phedimus,Phedimus,https://bs.plantnet.org/image/o/d956d9c74739a6b423f9c03600097844c9fe2cc2
Anemone sylvestris L.,,,
Anemone trifolia L.,,,
Anemone vernalis L.,,,
Angelica heterocarpa J.Lloyd,,,
Angelica razulii Gouan,Angelica,Angelica,https://bs.plantnet.org/image/o/e0dce5361a9b10fe74e692ca1c070192d4d4048d
Angelica sylvestris L.,Angelica,Angelica,https://bs.plantnet.org/image/o/e5b7b18649737c7a9cf7e293282ec3696523fc11
Pleurospermum austriacum (L.) Hoffm.,Pleurospermum,Pleurospermum,https://bs.plantnet.org/image/o/2145ac7849af27c4901303e6fe82b34e7117536e
Sasa palmata (Burb.) Camus,,,
Anthericum ramosum L.,Anthericum,Anthericum,https://bs.plantnet.org/image/o/edaa8e93e7e4e84d74168e7815e5c1a44e1f27fa
Pyracantha coccinea M.Roem.,Pyracantha,Pyracantha,https://bs.plantnet.org/image/o/df8ef672e345590824cc84d9fcc4f3e88574a28c
Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,,,
Holodiscus discolor (Pursh) Maxim.,Holodiscus,Holodiscus,https://bs.plantnet.org/image/o/af6b912df5ab58303eda2d469e5a6ca7ca995bb3
Sagittaria graminea Michx.,Sagittaria,Sagittaria,https://bs.plantnet.org/image/o/50c2c0fb09deddb48b7f917a8470f9d0f1888263
Sagittaria latifolia Willd.,Sagittaria,Sagittaria,https://bs.plantnet.org/image/o/1f402f6590c7f80b7b5e060af81e82fda4165728
Sagittaria sagittifolia L.,Sagittaria,Sagittaria,https://bs.plantnet.org/image/o/ae10ca3a9b5ad627ff1d1fa030a513a89550eddc
Diascia rigescens E.Mey. ex Benth.,,,
Diascia vigilis Hilliard & Burtt,,,
Sedum sarmentosum Bunge,Sedum,Sedum,https://bs.plantnet.org/image/o/279ce8a3ed69c9377fb1f0cb8a4f2f66ff9fb233
Sedum alpestre Vill.,Sedum,Sedum,https://bs.plantnet.org/image/o/26e95794982bbfe6189c5a2d1027bb9e926d39bf
Sedum annuum L.,Sedum,Sedum,https://bs.plantnet.org/image/o/7ce97d362fec755abba3bfcd7694206a1a5ff22a
Sedum kamtschaticum Fisch. & C.A.Mey.,,,
Sedum mexicanum Britton,Sedum,Sedum,https://bs.plantnet.org/image/o/b9f8b2b6d10cd681a56046fe309d507fc0e43c26
Sedum ochroleucum Chaix,,,
Sedum sexangulare L.,Sedum,Sedum,https://bs.plantnet.org/image/o/a21b08d4991fbaebf05243dc28fa5d5d11ebe65d
Metasequoia glyptostroboides Hu & W.C.Cheng,,,
Telekia speciosa (Schreb.) Baumg.,Telekia,Telekia,https://bs.plantnet.org/image/o/1818bb84a598dcb32f7ba416d24226284e9d3b1e
Thesium alpinum L.,Thesium,Thesium,https://bs.plantnet.org/image/o/ee28959678a0f1234e74aa63ec4e16fd3216a6ad
Thesium linophyllon L.,Thesium,Thesium,https://bs.plantnet.org/image/o/25c4e3ea89a7a40d50cd65c099bbae5048696fa0
Tradescantia x andersoniana F.Ludw. & Rohweder,,,
Tradescantia virginiana L.,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/787b55945cafe22019f103f1ab24f42eb47d863e
Trifolium alpestre L.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/83a936be2d18af57f06042843cdaceeaf408ef50
Trifolium alpinum L.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/29a3bb28e2ae8982a8d5dc3878476bc48f35f163
Trifolium pallescens Schreb.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/5484b2bd89140ec065ee0ba906f60c47dbeda6f9
Trifolium spadiceum L.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/56837bd5dc1dc99a00fab899f596b87687628320
Trifolium thalii Vill.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/a966e6071591c1458959400c3875794cf0998af3
Viscaria alpina (L.) G.Don,Viscaria,Viscaria,https://bs.plantnet.org/image/o/6ec28d9086dcde53b667d6df9cfbf39da3b3d041
Viscaria vulgaris Bernh.,Viscaria,Viscaria,https://bs.plantnet.org/image/o/147a3a2b34703631241d7a581a0881c709e3315d
Anemone hupehensis (Lemoine) Lemoine,,,
Anemone vitifolia Buch.-Ham. ex DC.,,,
Adenostyles alpina (L.) Bluff & Fingerh.,Adenostyles,Adenostyles,https://bs.plantnet.org/image/o/b6734fbf8450c4ddbaa2fbe2624e4b9d1363467f
Alcea biennis Winterl,Alcea,Alcea,https://bs.plantnet.org/image/o/d86444559e09d372af2413d3203ad41dd0e637ee
Anemone narcissiflora L.,,,
Anemone ranunculoides L.,,,
Angelica archangelica L.,Angelica,Angelica,https://bs.plantnet.org/image/o/5cf83506b7956a9fa0e02c769c0288ae00cb5187
Chaerophyllum bulbosum L.,Chaerophyllum,Chaerophyllum,https://bs.plantnet.org/image/o/22b2d6d0f043cbc0543a902c258e5ffd2bfcb522
Cirsium acaulon (L.) Scop.,,,
Cirsium spinosissimum (L.) Scop.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/3eed44e96430fd656d0d8a812695967a196f1ebc
Cymbalaria muralis P.Gaertn.,,,
Eritrichium nanum (L.) Schrad. ex Gaudin,,,
Fragaria viridis Weston,,,
Honckenya peploides (L.) Ehrh.,Honckenya,Honckenya,https://bs.plantnet.org/image/o/d8e499632f473514c1bfc091c6555556099ba7fb
Hypericum hyssopifolium Chaix,Hypericum,Hypericum,https://bs.plantnet.org/image/o/c3c62247cf18358045e2de9940e2409d8c9a7502
Hypericum mutilum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/4c593a3e2d474afdf9e843c35dc32ec4db4d9961
Lactuca perennis L.,Lactuca,Lactuca,https://bs.plantnet.org/image/o/7846eb9b1c71d8171686de305e433232ac24ec66
Sedum atratum L.,Sedum,Sedum,https://bs.plantnet.org/image/o/b6d6529ff34a83becbc6a18e4f3592467ea54cf5
Thesium pyrenaicum Pourr.,Thesium,Thesium,https://bs.plantnet.org/image/o/01df02067c7ac41102177443089defd7905e1d37
Trifolium medium L.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/ddf0684490c679dac96739ea6c531cb114ad77e5
Trinia glauca (L.) Dumort.,Trinia,Trinia,https://bs.plantnet.org/image/o/40d7f14b98a111fee3a4860ca396c4452cef2cf7
Sedum montanum Perrier & Songeon,,,
Trifolium badium Schreb.,Trifolium,Trifolium,https://bs.plantnet.org/image/o/c07b69776fc99b6662cff6e5446d4b5a97c593c6
Freesia refracta (Jacq.) Eckl. ex Klatt,,,
Freesia alba (G.L.Mey.) Grumbleton,,,
Cobaea scandens Cav.,Cobaea,Cobaea,https://bs.plantnet.org/image/o/89bc051aaed8ee918a0bb7e0856046e43b349835
Fragaria virginiana Duchesne,,,
Anemone pratensis L.,,,
Sagittaria lancifolia L.,Sagittaria,Sagittaria,https://bs.plantnet.org/image/o/bd5a8e465ed00464348013c8f803298600859c6a
Neotinea tridentata (Scop.) R.M.Bateman,,,
Adenostyles alliariae (Gouan) A.Kern.,Adenostyles,Adenostyles,https://bs.plantnet.org/image/o/4a09c415958e8ed2845ed142ac481930cfc91602
Ophrys pseudoscolopax (Moggr.) Paulus & Gack,,,
Sedum palmeri S.Watson,Sedum,Sedum,https://bs.plantnet.org/image/o/b7f119dbc45a5ae9c6e2028dd0bd8011d081f142
Hypericum olympicum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/27253080ac715affae20bdfc49620c5376a747bf
Tradescantia zebrina Bosse,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/26c872988c0d606b785a937b768afcaebb448732
Dryopteris erythrosora (Eaton) Kuntze,,,
Adenostyles leucophylla (Willd.) Rchb.,Adenostyles,Adenostyles,https://bs.plantnet.org/image/o/2c0fcd8c8c509de812fccaa2c806431e6dd3f5e8
Calycanthus floridus L.,Calycanthus,Calycanthus,https://bs.plantnet.org/image/o/127af15435e9bb75c205935af66519d450c421c8
Phyllanthus niruri L.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/b6fa3220a6f00ea833e1a0f0196a5b09d819d68f
Ophrys araneola sensu auct.plur.,,,
Anemone blanda Schott & Kotschy,,,
Aralia elata (Miq.) Seem.,Aralia,Aralia,https://bs.plantnet.org/image/o/424dde834fa16b1e56d72fd616e831a107ed28bd
Ophrys virescens Philippe,,,
Clethra alnifolia L.,Clethra,Clethra,https://bs.plantnet.org/image/o/f5293673ad43927b6e9838259cae4e23119e957e
Corispermum pallasii Steven,Corispermum,Corispermum,https://bs.plantnet.org/image/o/f8e1a0eca6d1bd9faff9c8638ec015235bd94f60
Hypericum patulum Thunb.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/5fe42be7542b1dab828b0224f0da6dea0ae4465c
Hypericum x hidcoteense Hilling ex Geerinck,,,
Lupinus nootkatensis Donn ex Sims,Lupinus,Lupinus,https://bs.plantnet.org/image/o/8cd12a6c3c9ebb91f7a809942c1635dfea5c3341
Smilax rotundifolia L.,Smilax,Smilax,https://bs.plantnet.org/image/o/3e8c12a79450eb0a106a2bede810ac43f043e398
Perovskia atriplicifolia Benth.,,,
Nothofagus antarctica (G.Forst.) Oerst.,Nothofagus,Nothofagus,https://bs.plantnet.org/image/o/edce671755e4be7e91b01a1dc2a5b66078eb8508
Iva annua L.,Iva,Iva,https://bs.plantnet.org/image/o/302fbaf4aa039c23a7e7e1cd67cfd1cf7802c555
Dryopteris fragrans (L.) Schott,,,
Neotinea conica (Willd.) R.M.Bateman,,,
Tetraclinis articulata (Vahl) Mast.,Tetraclinis,Tetraclinis,https://bs.plantnet.org/image/o/8b654d022c37735e982cecb275f1aaf9cce8e162
Alcea setosa (Boiss.) Alef.,Alcea,Alcea,https://bs.plantnet.org/image/o/fbd6c9350d8a51ab356fbe836d60e8f2fb99a738
Chaerophyllum aromaticum L.,Chaerophyllum,Chaerophyllum,https://bs.plantnet.org/image/o/565322614481c3092ce52239a62725f1992be393
Cucurbita moschata Duchesne,Cucurbita,Cucurbita,https://bs.plantnet.org/image/o/9049dbd0e6d13d986e2a4b44a42bbd98a7bfd3c1
Daphne sericea Vahl,Daphne,Daphne,https://bs.plantnet.org/image/o/a6e45a9a08394afe52bf04689cf9144c9294b132
Lamium orvala L.,Lamium,Lamium,https://bs.plantnet.org/image/o/fe0b3f7796a50b2a37842a4d22679374ece97daf
Paederota bonarota (L.) L.,,,
Rhodothamnus chamaecistus (L.) Rchb.,Rhodothamnus,Rhodothamnus,https://bs.plantnet.org/image/o/5210f11057f0ff1f2d68ecc750f50e570cb02162
Ophrys lunulata Parl.,,,
Schefflera actinophylla Harms,,,
Astydamia latifolia Baill.,,,
Lavandula pinnata Moench,,,
Angelica atropurpurea L.,Angelica,Angelica,https://bs.plantnet.org/image/o/eee082a4cd13451f06a9d27dfd613e86bff4f591
Acacia pravissima F.Muell.,,,
Adonis pyrenaica DC.,Adonis,Adonis,https://bs.plantnet.org/image/o/ea82b6194955af0e6475267360ac9e80cfccaf7a
Adonis vernalis L.,Adonis,Adonis,https://bs.plantnet.org/image/o/907e9290699be7bb492ab34aca896e03889c3a50
Barbarea rupicola Moris,Barbarea,Barbarea,https://bs.plantnet.org/image/o/c710ca9588502c9e9a3c47e62fe074ebcb82f177
Barbarea vulgaris R.Br.,Barbarea,Barbarea,https://bs.plantnet.org/image/o/2caf5fede8bdcfe9e3875c7a6186d2bd30e55573
Acacia baileyana F.Muell.,Acacia,Acacia,https://bs.plantnet.org/image/o/e864314fcee3d2a42502c5509dc340331bb39175
Bellium bellidioides L.,Bellium,Bellium,https://bs.plantnet.org/image/o/7a7b08306e3ada9d118cc62b7174b2acde72a273
Bocoa prouacensis Aubl.,Bocoa,Bocoa,https://bs.plantnet.org/image/o/22ae05bdbc28c5ad2acf1d57a5bccacc6aefb43f
Nephrolepis biserrata (Sw.) Schott,Nephrolepis,Nephrolepis,https://bs.plantnet.org/image/o/30ead888754f12d4c5938eebec18dd645147717b
Vanilla pompona Schiede,Vanilla,Vanilla,https://bs.plantnet.org/image/o/051e477f708b1bd87ae7bdb5e1f8eac27bf2abdf
Guatteria anteridifera Scharf & Maas,,,
Caraipa densifolia Mart.,,,
Caraipa punctulata Ducke,,,
Vismia cayennensis (Jacq.) Pers.,Vismia,Vismia,https://bs.plantnet.org/image/o/fd36add8c2c4be5a746d26bf1670507d426677e6
Vismia macrophylla Kunth,Vismia,Vismia,https://bs.plantnet.org/image/o/1358450896c89b496b1e2dfd24e3ffac7a11dadb
Vismia sessilifolia (Aubl.) Choisy,,,
Dryopteris wallichiana (Spreng.) Hyl.,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/778146affa0d7df7485b400e4331c5707ad6d436
Xylopia frutescens Aubl.,Xylopia,Xylopia,https://bs.plantnet.org/image/o/9f55d41f031bc3324c2c56d46d1760a82e9b50a9
Xylopia nitida Dunal,,,
Xylopia sericea A.St.-Hil.,,,
Phyllanthus urinaria L.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/0bb00c94f3e6c55d777112aa02c239413d7869c1
Pogonophora schomburgkiana Miers ex Benth.,,,
Sagotia racemosa Baill.,Sagotia,Sagotia,https://bs.plantnet.org/image/o/7ddf036b4ae1070ae4b850226556ce4cde012eb4
Bonafousia undulata (Vahl) A.DC.,,,
Guarea gomma Pulle,,,
Nymphoides indica (L.) Kuntze,Nymphoides,Nymphoides,https://bs.plantnet.org/image/o/17aa7a2931bcb30bcbe5925b3c0cfb95b5755147
Anthurium hookeri Kunth,,,
Anthurium jenmanii Engl.,,,
Anthurium scandens (Aubl.) Engl.,Anthurium,Anthurium,https://bs.plantnet.org/image/o/4de9973ec4afd5bf87d15fa50813c49b452b965a
Dracontium polyphyllum L.,Dracontium,Dracontium,https://bs.plantnet.org/image/o/b2f1922a0201fabe2d2f600cc3f310761b8f4245
Crotalaria retusa L.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/6a7721210a280068ec407aee6b8f4342ad57e515
Peperomia magnoliifolia (Jacq.) A.Dietr.,Peperomia,Peperomia,https://bs.plantnet.org/image/o/286b1dedbcd3f2dc5f771b9853502b5fa6cd4da8
Peperomia obtusifolia (L.) A.Dietr.,Peperomia,Peperomia,https://bs.plantnet.org/image/o/f2a00707d4449de4b969bdb264c1035fb90577d4
Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,,,
Peperomia rotundifolia (L.) Kunth,Peperomia,Peperomia,https://bs.plantnet.org/image/o/36087d4c4e9214280c1a45b50805c4c162aa4556
Peperomia serpens (Sw.) Loudon,,,
Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,,,
Mauritia flexuosa L.f.,Mauritia,Mauritia,https://bs.plantnet.org/image/o/ed3c8f90b9a85d727581c2ac8220b2d0f66ff11f
Urera baccifera (L.) Gaudich. ex Wedd.,Urera,Urera,https://bs.plantnet.org/image/o/f8eb18f8d2be7b8d578a32ed088bd12d21396ad2
Pereskia bleo (Kunth) DC.,,,
Cereus hexagonus (L.) Mill.,Cereus,Cereus,https://bs.plantnet.org/image/o/164f93027a4fed8120d3b25f1a75ac8076896c0e
Xylopia crinita R.E.Fr.,,,
Vanilla planifolia Jacks.,,,
Aciotis rubricaulis (Mart. ex DC.) Triana,,,
Guatteria amplifolia Triana & Planch.,Guatteria,Guatteria,https://bs.plantnet.org/image/o/e67f1a31c8e0502f2906e66f68f30b5924514362
Luffa cylindrica (L.) M.Roem.,,,
Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,Cryptostegia,https://bs.plantnet.org/image/o/f1d239a2b2bc4320b7a4aaa8a76d11ec8174549b
Schefflera decaphylla (Seem.) Harms,,,
Aphelandra scabra (Vahl) Sm.,Aphelandra,Aphelandra,https://bs.plantnet.org/image/o/34d6b8bdef341250d1bc7b9439cec887097dedf1
Asystasia gangetica (L.) T.Anderson,Asystasia,Asystasia,https://bs.plantnet.org/image/o/c1f547b494e669c39bd1be4021832ec16e5dc2bd
Piriqueta cistoides (L.) Griseb.,Piriqueta,Piriqueta,https://bs.plantnet.org/image/o/1273e32a21cec6f89583de6b4fce2b82bf322b15
Acalypha wilkesiana Müll.Arg.,Acalypha,Acalypha,https://bs.plantnet.org/image/o/2305c670aaf8a1ddad4862e541458cfb9deb2c62
Breynia disticha J.R.Forst. & G.Forst.,Breynia,Breynia,https://bs.plantnet.org/image/o/3e9ef891ec7dae37d835ed3baba5dae44767d3fd
Crotalaria incana L.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/4f454aa99490a83953d4eaefeaae8f4e474f4352
Crotalaria pallida Aiton,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/fe7efa4f1981e3ce909c826155f6a3eeefaa6ab0
Kigelia africana (Lam.) Benth.,Kigelia,Kigelia,https://bs.plantnet.org/image/o/c6bd67ab94bb9fd75b5ef75f418cc8e1d802c5e7
Guatteria citriodora Ducke,,,
Acalypha indica L.,Acalypha,Acalypha,https://bs.plantnet.org/image/o/2065610ea2e049fa8ce8f56cbfa8393e4b91e6d8
Guatteria punctata (Aubl.) R.A.Howard,,,
Anthurium crystallinum Linden & André,,,
Cryptopus elatus (Thouars) Lindl.,Cryptopus,Cryptopus,https://bs.plantnet.org/image/o/b2a366f1788d52fe7872684291e465d35162ef46
Cryptostegia grandiflora R.Br.,,,
Eranthemum pulchellum Andrews,Eranthemum,Eranthemum,https://bs.plantnet.org/image/o/0fb54441fb2cebd1c65658a973ace021bcb94c1a
Alocasia cucullata (Lour.) G.Don,Alocasia,Alocasia,https://bs.plantnet.org/image/o/7dd3d3b2036627ae22f4a2ec71b8879bb8202d5e
Alocasia longiloba Miq.,Alocasia,Alocasia,https://bs.plantnet.org/image/o/23fb4b175f242ebd4d46be548ac0c17de09120a6
Alocasia macrorrhizos (L.) G.Don,Alocasia,Alocasia,https://bs.plantnet.org/image/o/980810ed3edb6f4befe95db32da1c5d1b3323c0f
Faujasia salicifolia (Pers.) C.Jeffrey,Faujasia,Faujasia,https://bs.plantnet.org/image/o/334574a2df68f01d77a677740580bd3817409dca
Fernelia buxifolia Lam.,Fernelia,Fernelia,https://bs.plantnet.org/image/o/a68979cb8963a2fde85efed181f1e6e198917815
Fragaria x ananassa Duchesne ex Rozier,,,
Geniostoma borbonicum (Lam.) Spreng.,,,
Hernandia mascarenensis (Meisn.) Kubitzki,Hernandia,Hernandia,https://bs.plantnet.org/image/o/b68e53861da8a89f213f57a5641258f5ab946cbd
Hypericum lanceolatum Lam.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/5a8fa48e6f4ab3fa75d73328147248149c2ced83
Acacia auriculiformis A.Cunn. ex Benth.,Acacia,Acacia,https://bs.plantnet.org/image/o/79af8dc10731f7c2fc82c5e6701fdca576310a7a
Leonitis nepetifolia (L.) R.Br.,,,
Mussaenda arcuata Poir.,Mussaenda,Mussaenda,https://bs.plantnet.org/image/o/f4e0651f14676defcc309a9cc53bd6d7fe9fa270
Nephrolepis abrupta (Bory) Mett.,Nephrolepis,Nephrolepis,https://bs.plantnet.org/image/o/2c8e29287b40c75ecb03a5522af1b79dceb89511
Acacia heterophylla (Lam.) Willd.,Acacia,Acacia,https://bs.plantnet.org/image/o/c4aa0f649f0dd982b528f61d8099800ae260d31a
Paederia foetida L.,Paederia,Paederia,https://bs.plantnet.org/image/o/be1cf53a6f9fffd6ff5e467e82fb9d6edadbd6b6
Pelargonium x asperum Ehrh. ex Willd.,,,
Pereskia grandifolia Haw.,,,
Antirhea borbonica J.F.Gmel.,Antirhea,Antirhea,https://bs.plantnet.org/image/o/3ce90745c62cd7f11729831d1ae71ae02dafe61b
Phyllanthus emblica L.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/56b60c091cf7b2b0daae288bdcafe68ccf6389ef
Phyllanthus niruroides Müll.Arg.,,,
Phyllanthus phillyreifolius Poir.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/dc3e87f4110d40d28fd8dc07f9e4c21f490e8d57
Pongamia pinnata (L.) Pierre,,,
Acacia podalyriifolia A.Cunn. ex G.Don,Acacia,Acacia,https://bs.plantnet.org/image/o/e3f14abad16b8a7b1293b67ec18eddc4a32ee56c
Schefflera actinophylla (F.Muell.) Harms,,,
Acalypha hispida Burm.f.,Acalypha,Acalypha,https://bs.plantnet.org/image/o/fd2ff14f1bb96f2e2b8a0d293a4ac4803f5a4627
Acalypha integrifolia Willd.,Acalypha,Acalypha,https://bs.plantnet.org/image/o/52c46991e8ad1db89bfa42e647f495b9f280813b
Stemodia verticillata (Mill.) Hassl.,Stemodia,Stemodia,https://bs.plantnet.org/image/o/78d19f9dbb88ebe24b45bad0fa4d646099062ba8
Stoebe passerinoides (Lam.) Willd.,,,
Strongylodon macrobotrys A.Gray,Strongylodon,Strongylodon,https://bs.plantnet.org/image/o/d3a1f399b383fc2a783e0e7db54847de66c0af45
Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/3836b271052437930da9112ea147a827fff73672
Trimezia martinicensis (Jacq.) Herb.,Trimezia,Trimezia,https://bs.plantnet.org/image/o/6aa6f7f5a93bccb05dd9ef8d35368e8ed4a65b81
Vangueria madagascariensis J.F.Gmel.,Vangueria,Vangueria,https://bs.plantnet.org/image/o/1cc0ca25ce5a5018e8ff209a54e9bf045608d08c
Vepris lanceolata (Lam.) G.Don,Vepris,Vepris,https://bs.plantnet.org/image/o/b1a05ee8abf18aac4d7effc04a3f2bcbb3368de7
Zaleya pentandra (L.) C.Jeffrey,Zaleya,Zaleya,https://bs.plantnet.org/image/o/6cc1023dd0ac0d7bfa12a7a3ab916065409e8ce7
Cereus repandus (L.) Mill.,Cereus,Cereus,https://bs.plantnet.org/image/o/d0209355be924b49bffaa232e3a445dbd7c3b55c
Bismarckia nobilis Hildebr. & H.Wendl.,,,
Acacia nilotica (L.) Delile,,,
Schefflera arboricola (Hayata) Merr.,Schefflera,Heptapleurum,https://bs.plantnet.org/image/o/e31c194c06063a359aa90cc360b172edaf520c2a
Fragaria chiloensis (L.) Mill.,Fragaria,Fragaria,https://bs.plantnet.org/image/o/1ffc077bec9df344dd35cf4b40403762b6bdafb9
Aphelandra squarrosa Nees,Aphelandra,Aphelandra,https://bs.plantnet.org/image/o/4e987523d139216e5d8d8d6c64562406b0052455
Gynura aurantiaca (Blume) Sch.Bip. ex DC.,,,
Pereskia aculeata Mill.,Pereskia,Pereskia,https://bs.plantnet.org/image/o/d779fa61199ee416f88ca2fbd7608509bf3e11d1
Peperomia argyreia (Miq.) E.Morren,,,
Peperomia caperata Yunck.,,,
Peperomia obtusifolia (L.) A. Dietr.,,,
Anthurium andraeanum Linden ex André,Anthurium,Anthurium,https://bs.plantnet.org/image/o/99b84e2ba07d7e58257577a83e992832d21a8f85
Anthurium scherzerianum Schott,Anthurium,Anthurium,https://bs.plantnet.org/image/o/82c55256f0a5a21c90ca9f01ff41b444c3244af2
Zamia furfuracea L.f.,,,
Dendrobium nobile Lindl.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/9ccf835c1013dbd984c1a190d39ab0592e6993ff
Nandina domestica Thunb.,Nandina,Nandina,https://bs.plantnet.org/image/o/56605aa93dd19896cebc356895685ea008fbd083
Nymphaea nouchali Burm.f.,,,
Falcataria moluccana (Miq.) Barneby & J.W.Grimes,,,
Acacia tortuosa (L.) Willd.,,,
Bourreria succulenta Jacq.,Bourreria,Bourreria,https://bs.plantnet.org/image/o/0cfc3729a7d8186b1a5616663167186166f1da5a
Crotalaria brevidens Benth.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/37775e6c211fd54baf1bac4cf6005f2eb1e1fb7a
Crotalaria pumila Ortega,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/051621cd25f723858559824528a8399dd5b66648
Dendrobium chrysotoxum Lindl.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/2010c302501794c9dca1c370500f3800a6ebde35
Dendrobium crumenatum Sw.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/3aa9ce770638b66655c5d73657afa04db57712a0
Dendrobium moschatum (Buch.-Ham.) Sw.,,,
Entada gigas (L.) Fawc. & Rendle,Entada,Entada,https://bs.plantnet.org/image/o/08c774d134d26735e3f05d7fa00d7003749559cb
Fittonia albivenis (Lindl. ex Veitch) R.K. Brummitt,,,
Illicium verum Hook.f.,,,
Lactuca floridana (L.) Gaertn.,Lactuca,Lactuca,https://bs.plantnet.org/image/o/53543db108eae001f6513e001ae36487ed83ffc6
Mussaenda pubescens Dryand.,,,
Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia,Neolamarckia,https://bs.plantnet.org/image/o/3b63a7bcd37d494aea9537bbfadb8eff9d1411de
Nymphaea ampla (Salisb.) DC.,Nymphaea,Nymphaea,https://bs.plantnet.org/image/o/88e9192c724e2f3e473a46bd345aa3e3130b1166
Phyllanthus epiphyllanthus L.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/005a71fc430dcac4c852a97e9ecdcb805222c041
Phyllanthus mimosoides Sw.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/9d7b15eea65de9d4bdee871ed57d0b58994523cd
Pilosocereus royeni (L.) Byles & G. Rowley,,,
Selenicereus anthonyanus (Alexander) D.Hunt,,,
Selenicereus grandiflorus (L.) Britton & Rose,Selenicereus,Selenicereus,https://bs.plantnet.org/image/o/789e35cba3eee6d6c18ceb1294cee0a32b5b0919
Zamia pumila L.,,,
Acalypha aristata Kunth,,,
Chamerion latifolium (L.) Holub,,,
Cirsium discolor (Muhl. ex Willd.) Spreng.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/eabcf28dfd81915a76a87d8ee657b8fc4d858143
Cirsium foliosum (Hook.) DC.,,,
Cirsium muticum Michx.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/490884b91bd7aa5ce331b5138d695c88cc44d239
Cirsium undulatum (Nutt.) Spreng.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/af12de45dbf90dd37afe0911af1a268f8e6d5e01
Comptonia peregrina (L.) J.M. Coult.,,,
Conoclinium coelestinum (L.) DC.,Conoclinium,Conoclinium,https://bs.plantnet.org/image/o/907bd7528ca3a9888d00aefc6463304be2e19537
Dalea purpurea Vent.,Dalea,Dalea,https://bs.plantnet.org/image/o/8540109cf9f679163eb9111824c20cb5ba577df3
Daucus pusillus Michx.,Daucus,Daucus,https://bs.plantnet.org/image/o/111876025180349d96927e4238525f3a3c3517b0
Diervilla lonicera Mill.,Diervilla,Diervilla,https://bs.plantnet.org/image/o/7c5be008071abb73259e66d6a963552121775770
Dryopteris carthusiana (Vill.) H.P. Fuchs,,,
Dryopteris cristata (L.) A. Gray,,,
Dryopteris intermedia (Muhl. ex Willd.) A. Gray,,,
Dryopteris marginalis (L.) A. Gray,,,
Duchesnea indica (Andrews) Teschem.,,,
Epipactis gigantea Douglas ex Hook.,,,
Hypericum kalmianum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/7c66d3dd0b382a98e8229a55e05285cb56d41361
